id,y
0,3
1,3
2,3
3,1
4,2
5,1
6,1
7,3
8,2
9,1
10,2
11,2
12,2
13,0
14,0
15,2
16,1
17,2
18,0
19,0
20,2
21,2
22,3
23,1
24,1
25,3
26,3
27,0
28,0
29,3
30,0
31,3
32,0
33,1
34,0
35,3
36,3
37,3
38,2
39,0
40,3
41,0
42,0
43,0
44,3
45,1
46,1
47,1
48,0
49,0
50,3
51,1
52,2
53,1
54,2
55,1
56,3
57,3
58,0
59,2
60,3
61,1
62,3
63,0
64,3
65,2
66,2
67,1
68,2
69,0
70,3
71,2
72,2
73,0
74,3
75,2
76,0
77,1
78,0
79,1
80,0
81,2
82,2
83,2
84,1
85,1
86,0
87,1
88,1
89,3
90,0
91,2
92,2
93,0
94,3
95,2
96,0
97,0
98,1
99,1
100,2
101,1
102,0
103,0
104,3
105,2
106,2
107,3
108,3
109,1
110,0
111,0
112,1
113,2
114,2
115,2
116,2
117,3
118,1
119,0
120,3
121,1
122,0
123,3
124,2
125,2
126,1
127,1
128,2
129,2
130,1
131,3
132,1
133,0
134,0
135,0
136,1
137,0
138,0
139,2
140,0
141,2
142,1
143,1
144,0
145,3
146,3
147,3
148,2
149,3
150,1
151,2
152,1
153,2
154,3
155,3
156,0
157,2
158,0
159,2
160,3
161,3
162,1
163,1
164,2
165,2
166,2
167,0
168,2
169,3
170,2
171,3
172,1
173,2
174,2
175,0
176,3
177,2
178,1
179,1
180,2
181,3
182,3
183,0
184,0
185,2
186,0
187,3
188,2
189,3
190,1
191,1
192,1
193,0
194,0
195,2
196,3
197,1
198,1
199,1
200,2
201,2
202,0
203,3
204,0
205,1
206,0
207,2
208,0
209,1
210,3
211,3
212,0
213,2
214,2
215,1
216,2
217,3
218,0
219,2
220,3
221,0
222,1
223,3
224,1
225,2
226,0
227,1
228,3
229,3
230,3
231,3
232,1
233,1
234,3
235,0
236,3
237,2
238,2
239,2
240,3
241,0
242,1
243,0
244,1
245,3
246,3
247,2
248,3
249,2
250,1
251,1
252,1
253,3
254,1
255,3
256,1
257,1
258,1
259,0
260,1
261,0
262,1
263,2
264,2
265,2
266,3
267,3
268,2
269,3
270,0
271,3
272,0
273,2
274,1
275,0
276,0
277,0
278,1
279,1
280,3
281,3
282,0
283,0
284,2
285,1
286,2
287,2
288,3
289,0
290,1
291,0
292,1
293,3
294,2
295,0
296,3
297,2
298,3
299,1
300,0
301,1
302,3
303,3
304,0
305,2
306,2
307,3
308,1
309,0
310,3
311,1
312,3
313,0
314,3
315,2
316,3
317,3
318,3
319,0
320,2
321,2
322,2
323,2
324,1
325,3
326,1
327,2
328,2
329,1
330,3
331,2
332,2
333,2
334,2
335,2
336,1
337,3
338,3
339,1
340,3
341,2
342,3
343,3
344,3
345,2
346,2
347,0
348,2
349,2
350,0
351,1
352,1
353,2
354,2
355,2
356,1
357,0
358,2
359,0
360,0
361,2
362,0
363,1
364,2
365,2
366,2
367,0
368,0
369,0
370,1
371,1
372,1
373,2
374,1
375,1
376,3
377,0
378,3
379,3
380,0
381,3
382,2
383,0
384,0
385,3
386,0
387,3
388,3
389,2
390,0
391,1
392,1
393,1
394,2
395,2
396,1
397,2
398,2
399,2
400,1
401,3
402,3
403,1
404,0
405,3
406,1
407,2
408,1
409,2
410,2
411,1
412,1
413,0
414,2
415,2
416,3
417,1
418,2
419,1
420,2
421,3
422,2
423,1
424,3
425,3
426,1
427,0
428,2
429,2
430,0
431,3
432,3
433,1
434,0
435,3
436,2
437,2
438,2
439,2
440,2
441,1
442,3
443,3
444,2
445,3
446,2
447,0
448,3
449,1
450,1
451,0
452,3
453,1
454,3
455,1
456,3
457,3
458,0
459,0
460,3
461,2
462,0
463,2
464,0
465,2
466,2
467,2
468,1
469,2
470,1
471,3
472,0
473,1
474,1
475,2
476,0
477,1
478,0
479,0
480,1
481,1
482,1
483,0
484,3
485,0
486,3
487,0
488,1
489,3
490,1
491,1
492,1
493,1
494,0
495,1
496,1
497,2
498,3
499,2
500,2
501,2
502,2
503,1
504,3
505,1
506,1
507,1
508,0
509,2
510,2
511,0
512,2
513,1
514,0
515,1
516,3
517,0
518,2
519,1
520,0
521,0
522,0
523,0
524,2
525,2
526,2
527,3
528,2
529,3
530,3
531,0
532,1
533,0
534,1
535,2
536,1
537,1
538,3
539,1
540,2
541,3
542,2
543,0
544,1
545,1
546,1
547,3
548,2
549,2
550,0
551,2
552,2
553,3
554,3
555,3
556,1
557,2
558,3
559,1
560,1
561,3
562,0
563,2
564,2
565,3
566,2
567,2
568,0
569,3
570,1
571,0
572,3
573,3
574,0
575,2
576,1
577,0
578,3
579,2
580,3
581,1
582,0
583,1
584,2
585,0
586,3
587,1
588,0
589,0
590,2
591,2
592,1
593,2
594,3
595,0
596,3
597,1
598,2
599,1
600,2
601,0
602,0
603,0
604,1
605,2
606,3
607,2
608,0
609,1
610,1
611,1
612,2
613,3
614,3
615,2
616,1
617,1
618,1
619,3
620,1
621,3
622,0
623,3
624,3
625,2
626,1
627,0
628,0
629,1
630,2
631,0
632,3
633,2
634,2
635,0
636,0
637,1
638,1
639,2
640,2
641,2
642,0
643,2
644,0
645,1
646,2
647,2
648,0
649,2
650,0
651,3
652,2
653,3
654,1
655,3
656,3
657,0
658,3
659,2
660,3
661,1
662,1
663,2
664,1
665,3
666,3
667,0
668,2
669,2
670,2
671,0
672,3
673,3
674,2
675,3
676,3
677,2
678,3
679,2
680,2
681,0
682,2
683,3
684,0
685,0
686,2
687,3
688,2
689,3
690,0
691,0
692,1
693,0
694,2
695,2
696,1
697,0
698,2
699,2
700,2
701,1
702,1
703,0
704,2
705,0
706,3
707,1
708,0
709,2
710,3
711,3
712,1
713,2
714,1
715,1
716,2
717,3
718,2
719,2
720,0
721,1
722,0
723,0
724,2
725,1
726,0
727,1
728,1
729,2
730,0
731,1
732,2
733,2
734,1
735,2
736,3
737,1
738,0
739,3
740,1
741,2
742,1
743,1
744,0
745,1
746,1
747,3
748,2
749,1
750,3
751,1
752,0
753,0
754,0
755,1
756,0
757,1
758,0
759,0
760,1
761,0
762,2
763,3
764,0
765,2
766,3
767,2
768,2
769,0
770,1
771,3
772,1
773,3
774,1
775,1
776,0
777,3
778,0
779,1
780,1
781,1
782,0
783,2
784,3
785,1
786,3
787,3
788,1
789,2
790,1
791,2
792,3
793,2
794,2
795,1
796,0
797,1
798,3
799,1
800,1
801,2
802,0
803,0
804,0
805,0
806,3
807,0
808,1
809,3
810,1
811,1
812,2
813,1
814,0
815,2
816,3
817,2
818,3
819,3
820,2
821,2
822,3
823,1
824,0
825,2
826,0
827,1
828,3
829,3
830,0
831,2
832,1
833,3
834,1
835,1
836,1
837,3
838,0
839,1
840,3
841,1
842,0
843,2
844,2
845,1
846,1
847,1
848,0
849,1
850,1
851,1
852,2
853,3
854,3
855,0
856,1
857,3
858,2
859,0
860,1
861,2
862,0
863,0
864,0
865,3
866,2
867,0
868,0
869,1
870,1
871,1
872,3
873,3
874,3
875,0
876,3
877,1
878,3
879,1
880,2
881,1
