id,l0,l1,l2,l3,l4,l5,l6,l7,y
0,1.0340348864993485,-1.1759506743521297,-0.3233527387193137,0.8812032425365468,0.47967618210936425,1.0638430784649402,-0.48373524440097604,-1.3263160282788502,3
1,-0.43796338725963235,-1.6271719863566358,-0.02728375245155528,0.6363898141659365,-0.9054884808042339,-0.7357564426587715,0.37570371917920026,-0.8276726220653003,3
2,-0.6206609699236154,0.5047573282414799,6.755664418986698,3.50156320005056,0.19224652511437168,0.31103313315303405,0.17974632589487016,3.022698709273146,1
3,0.3511599110859643,-1.0306425515198705,-0.13390233332304557,-1.2022056743206175,1.6906310031782408,0.4308102673531399,-1.8155291352838898,-1.010542027422584,2
4,-0.3882249087614835,-0.44583306860394417,-0.4700930321184684,1.6378953552407447,-2.4770450260341756,-1.5576144762386446,1.6637018079103607,-0.7042310063758972,3
5,-0.6185412085148857,0.5073527110097519,5.01122654686038,5.47192669359218,4.740702508976138,0.8379703122220936,2.8154112813782803,2.4183641050469276,1
6,-0.6036550600768755,1.0518609890236572,1.6811394437306808,0.24121753432498105,0.2177250385287478,-0.3331660531139554,-1.0525203063367397,-2.3780886274401123,3
7,0.5461208690895992,0.38224509367254345,0.3330283098841244,1.8142199544718254,-3.42803006955773,-1.5316813475733508,3.4527662538807173,2.089322195322537,2
8,-0.9936113105200085,-0.1128563848734812,14.973706846114673,0.8255366158097766,1.4285934056031286,0.053865372939572165,12.043117671051537,0.32311863017394793,0
9,0.1086519582305595,0.23190479204875789,0.9096338201198465,-1.5216000053329515,1.4574632746302434,0.04496359984104836,-1.52102049350339,-0.328062555334219,2
10,-0.5778880237477494,0.6721646664236766,0.6587587534562155,0.11067013396872571,0.3595287494758823,0.22229007819043423,-0.5577348716191722,-0.9439125598693968,2
11,-1.0158276397389585,0.4234582512453651,0.9643186453701165,2.1037479300057393,-2.6125946389878947,-2.145255486191219,0.8178487612853796,-3.2451785074066812,3
12,-0.9313103209992204,-0.364226695891898,1.6841540222507674,0.6658519149859912,3.616628242682242,8.463156514165597,0.05721570969236289,6.118021556872208,0
13,-0.17941660875950483,0.7796214982292619,0.09328973399425777,1.7954723413953917,1.7335926836726983,0.07572659827720041,7.912588499743748,0.326177662624785,1
14,-1.405190631775851,0.2785052504935921,-0.4146750007878441,0.8665669894349188,-0.995854505462343,0.13745228524584796,1.3951067385289257,1.2020488279720354,2
15,0.5393587963886836,0.8420760587726922,2.003386289501242,0.12276362358076742,19.76972351353765,36.78825650881123,0.5700674294897117,0.027080121756729802,0
16,-0.06694227466585263,-0.7971942873996034,0.37340080676539156,4.440148382304806,2.7706083262855805,3.073153694427595,7.173963033960243,0.5606844629821421,1
17,-0.7825180805870446,-0.16632935265420726,2.0354678638864105,0.17136952996969623,0.1897793355090287,34.11972352045996,1.056534347791625,0.19589852060941704,1
18,-1.8594104947627816,-0.44163622388381263,-0.281435184023677,0.8303377125260234,0.9418410066396139,2.024647028661314,-0.22133519378886632,-0.1059482708871915,2
19,-0.35641187871325125,-0.9343289424566118,0.4142602202523289,0.6307521742687094,0.2421169455030867,1.0560777303597617,1.7050202670471348,0.9736258035126126,0
20,-0.20783002388192645,-0.9519479300924834,-0.15397695047612658,1.6024708317079706,-1.735651238189262,-1.7476490895694219,-0.025259359736100988,-3.6532418321774105,3
21,0.7825180805870445,-0.1663293526542079,0.01516272907648597,1.3580390053894509,0.12047967277126426,3.610045488774917,0.22464865962040226,0.30184823678162087,1
22,0.8763066800438631,-0.4817536741017161,0.6684508588659315,12.231555430819947,0.8091524926044715,1.0309772352230087,1.911353465959884,0.30537567530912746,0
23,0.7042494494935362,0.3795164197871434,2.1351909997239646,0.44868327527590646,0.379023305449975,3.812503754832946,148.14528812907304,0.1118224111573487,1
24,-0.5979049830575192,-0.8015669848708764,2.0221333354180375,0.06690532487376566,0.08042577022866926,0.9436040346544761,0.09514300131594755,0.56678894571719,0
25,0.48542010179527406,0.8742810330626336,2.26970496728173,0.35545507359767736,0.9975541587208043,8.291519908084572,4.047802407118209,2.363975070038098,0
26,-0.5099736169293505,0.9300252375245477,-0.511710008725983,1.1701727414232475,-2.596019720339034,-0.9429938000493323,3.056225565564439,2.785440048093557,3
