id,f1,f2,f3,f4,f5,y
0,0.18070408808882843,1.5647281060905347,-0.7094261503649989,0.2264376541882878,0.9813525956535327,74.38012788587227
1,0.711181913030938,1.2371262336838516,-0.6558950580131298,1.0605343341336133,-0.3239311921771363,14.984444617326321
2,1.923285103353947,-1.3531865386017343,1.4031940966056096,-0.9594150006283493,-1.9757598780106425,-175.1298811690295
3,0.6765259326348801,-1.7669307094456688,-0.8204225454080839,-1.3709615494599867,0.6581381132925692,-29.75860847920973
4,-1.0465595646410049,0.5614268085153927,-1.5068149285865968,-0.5605210772093289,-1.325454470575377,-156.95933887597394
5,-0.16537143674532254,0.697246475041931,-0.3783424617010899,0.4153711111399466,-0.16876733984892744,-0.08265442545180496
6,1.54100093383666,0.8258991612087613,-1.1140865779717022,0.8809974849849999,-0.4888728300131145,-14.476964982876396
7,-1.363276057450354,-1.1015213179374148,0.5348811422641113,0.3770184894303535,-0.5579727347569196,-15.353216325299167
8,1.057222161224254,-2.0565028056074914,-0.8251929379824228,0.5449295449245315,-0.1263914969335354,2.0892281173383638
9,-2.116244453895025,-0.23343742324246822,0.7301261228725201,-1.1568406535607878,-1.2540136339362278,-140.20661342578475
10,-0.889315936515251,1.3816261171223283,-0.8735389780156453,0.3979937154124475,-0.17758472691442292,-9.495812204123903
11,0.24370663427366546,0.6826161157997263,0.1280615544916037,0.5196939072666266,0.838100841495478,92.44212576037104
12,-0.7485721047873927,-0.7538345499754016,-0.030659892893994612,0.7176434819584375,-1.7301980615730947,-100.79416723115745
13,-0.19644675347236382,1.0234775807979117,-1.0980953466265913,-0.5853585662787054,-0.28538141698435293,-69.45140050396836
14,0.43587035117113426,0.058407953860892446,1.5400016220539172,0.8901369795683091,-0.19262291160717393,55.88451560972962
15,2.422597375692347,0.5815828080507243,0.4572452038687766,-1.1322665839246862,-0.6988006526011211,-101.21067243585365
16,1.8212519318826883,0.07399615608139755,-1.0370214447027424,2.6546705422136525,-0.14913745820681257,98.47784043022577
17,-0.5785221950353039,-0.360673333848219,-0.012940471302974058,0.12354338986398088,0.39940687652046775,36.84038852769511
18,-1.667231104795664,-2.3596688282176346,0.562328326124501,0.2751162645465399,0.9228123632248111,94.8794523831667
19,0.8498723245136919,0.08672495440970583,-1.213455921519002,1.2220210187536207,0.9191630515629368,108.75739914722931
20,1.956401758184223,0.5257460074317629,-1.212077273309328,0.9963408876424262,-0.8133301330619767,-36.59738544727606
21,0.971935762292537,1.624174054633979,-0.1519179150882891,-0.4492900705316786,-0.9557183191265713,-97.97571349990007
22,1.1382367530366118,0.8164471851155332,0.911692345826294,-1.1623798925284885,1.991307349941704,113.89757186359681
23,1.1492310248623263,-1.6766370236988806,0.06531337984227441,0.01691981161892196,-0.4746740481762541,-34.70248062430332
24,-0.06351036148931946,0.7301644615701156,-0.547020930243377,0.20213815811880498,-0.8569667429081651,-66.34872891570359
25,-1.4045407447454845,-0.7353577438945004,-1.3062915523107967,0.5995047652385492,0.76500743325372,65.61255739462914
26,-0.3519033465562723,2.0428132698822594,-0.4822590572526022,-0.6532915099904116,-0.48184446417831833,-78.13740648518483
27,2.132281065174317,3.017233389680347,-0.08062544310190518,0.059145736987139486,-2.0129191105755058,-154.9485096783146
28,-0.5098450293418606,0.12061545847827305,0.30790464752829183,-0.5993116547325571,0.016889437852889492,-21.85876284524855
29,-2.700160480914588,-1.3563493301382616,0.23445231920028,-1.1221532798304779,-0.14045617177404862,-61.39365509683659
30,0.4788395630615877,1.4426913427468546,-0.07660965367924737,-0.283881309513972,1.7756889769215787,122.86222447011222
31,0.0396546645227196,-1.863979074890976,-0.3653793830992956,-0.9733049820748884,0.5228192160740963,-12.365044541722503
32,-1.6095299168560666,-0.8909188855734892,0.7437985888148495,1.9594923410939369,-0.19854908305558885,92.59930276694838
33,0.70162032104462,0.29713434179513537,-0.28150461628429996,0.9317817695471031,-0.7750200962286833,-20.724078243384604
34,0.5551428897669994,0.02890676790365545,-0.05420876361175677,0.1841422579109108,0.4372659956532072,42.21158368279935
35,1.9721228649116156,-0.7332894112873134,1.576449961533042,1.6916923276673448,-0.8551209254296439,43.515044391061906
